customer_id,satisfaction_score,survey_date,tier,points
C002,,,Gold,4133.0
C007,,,Gold,2654.0
C008,5.0,2024-01-12,,
C009,,,Gold,6800.0
C011,4.0,2023-12-09,,
C014,4.0,2024-01-19,,
C015,,,Gold,1929.0
C016,2.0,2023-12-26,,
C019,9.0,2023-12-11,,
C021,,,Gold,4722.0
C022,,,Gold,1472.0
C023,9.0,2023-12-07,,
C024,,,Silver,1211.0
C025,,,Gold,1323.0
C026,8.0,2024-01-17,,
C028,3.0,2024-01-14,,
C030,,,Platinum,7330.0
C035,7.0,2024-01-11,,
C038,,,Platinum,2450.0
C039,,,Gold,3718.0
C040,5.0,2023-12-06,,
C041,3.0,2023-12-27,,
C042,,,Bronze,9913.0
C044,,,Gold,3134.0
C048,8.0,2024-01-01,,
C050,5.0,2024-01-10,,
C051,,,Platinum,3390.0
C052,,,Platinum,5317.0
C055,,,Gold,4411.0
C056,3.0,2023-12-21,,
C057,,,Bronze,4421.0
C060,,,Silver,4551.0
C061,,,Silver,8373.0
C064,,,Platinum,2237.0
C067,10.0,2024-01-06,,
C074,9.0,2023-12-13,,
C075,,,Silver,6398.0
C076,,,Platinum,1037.0
C080,,,Bronze,8823.0
C081,2.0,2023-12-08,,
C083,,,Gold,8699.0
C084,9.0,2023-12-01,,
C085,,,Bronze,6777.0
C088,,,Bronze,5548.0
C090,,,Gold,8479.0
C092,,,Silver,8037.0
C094,9.0,2024-01-04,,
C097,1.0,2023-12-28,,
C098,,,Platinum,292.0
C099,,,Gold,3783.0
